Module	Section	Sample Name	Source
Samtools	stats	SNI_oxy_2	/scratch/12109805/nxf.HgsSArNZRN/samtools/stats/SNI_oxy_2.markdup.sorted.bam.stats
Samtools	flagstat	SNI_Sal_3	/scratch/12109805/nxf.HgsSArNZRN/samtools/flagstat/SNI_Sal_3.markdup.sorted.bam.flagstat
Samtools	flagstat	Sham_Sal_4	/scratch/12109805/nxf.HgsSArNZRN/samtools/flagstat/Sham_Sal_4.markdup.sorted.bam.flagstat
Samtools	flagstat	SNI_oxy_4	/scratch/12109805/nxf.HgsSArNZRN/samtools/flagstat/SNI_oxy_4.markdup.sorted.bam.flagstat
Samtools	flagstat	SNI_Sal_4	/scratch/12109805/nxf.HgsSArNZRN/samtools/flagstat/SNI_Sal_4.markdup.sorted.bam.flagstat
Samtools	flagstat	Sham_oxy_1	/scratch/12109805/nxf.HgsSArNZRN/samtools/flagstat/Sham_oxy_1.markdup.sorted.bam.flagstat
Samtools	flagstat	SNI_Sal_2	/scratch/12109805/nxf.HgsSArNZRN/samtools/flagstat/SNI_Sal_2.markdup.sorted.bam.flagstat
Samtools	flagstat	SNI_oxy_3	/scratch/12109805/nxf.HgsSArNZRN/samtools/flagstat/SNI_oxy_3.markdup.sorted.bam.flagstat
Samtools	flagstat	Sham_oxy_2	/scratch/12109805/nxf.HgsSArNZRN/samtools/flagstat/Sham_oxy_2.markdup.sorted.bam.flagstat
Samtools	flagstat	Sham_Sal_1	/scratch/12109805/nxf.HgsSArNZRN/samtools/flagstat/Sham_Sal_1.markdup.sorted.bam.flagstat
Samtools	flagstat	Sham_oxy_3	/scratch/12109805/nxf.HgsSArNZRN/samtools/flagstat/Sham_oxy_3.markdup.sorted.bam.flagstat
Samtools	flagstat	SNI_Sal_1	/scratch/12109805/nxf.HgsSArNZRN/samtools/flagstat/SNI_Sal_1.markdup.sorted.bam.flagstat
Samtools	flagstat	SNI_oxy_2	/scratch/12109805/nxf.HgsSArNZRN/samtools/flagstat/SNI_oxy_2.markdup.sorted.bam.flagstat
Samtools	flagstat	Sham_Sal_2	/scratch/12109805/nxf.HgsSArNZRN/samtools/flagstat/Sham_Sal_2.markdup.sorted.bam.flagstat
Samtools	flagstat	SNI_oxy_1	/scratch/12109805/nxf.HgsSArNZRN/samtools/flagstat/SNI_oxy_1.markdup.sorted.bam.flagstat
Samtools	flagstat	Sham_oxy_4	/scratch/12109805/nxf.HgsSArNZRN/samtools/flagstat/Sham_oxy_4.markdup.sorted.bam.flagstat
Samtools	flagstat	Sham_Sal_3	/scratch/12109805/nxf.HgsSArNZRN/samtools/flagstat/Sham_Sal_3.markdup.sorted.bam.flagstat
Samtools	idxstats	SNI_Sal_2	/scratch/12109805/nxf.HgsSArNZRN/samtools/idxstats/SNI_Sal_2.markdup.sorted.bam.idxstats
Samtools	idxstats	SNI_oxy_3	/scratch/12109805/nxf.HgsSArNZRN/samtools/idxstats/SNI_oxy_3.markdup.sorted.bam.idxstats
Samtools	idxstats	Sham_Sal_1	/scratch/12109805/nxf.HgsSArNZRN/samtools/idxstats/Sham_Sal_1.markdup.sorted.bam.idxstats
Samtools	idxstats	Sham_oxy_2	/scratch/12109805/nxf.HgsSArNZRN/samtools/idxstats/Sham_oxy_2.markdup.sorted.bam.idxstats
Samtools	idxstats	Sham_Sal_4	/scratch/12109805/nxf.HgsSArNZRN/samtools/idxstats/Sham_Sal_4.markdup.sorted.bam.idxstats
Samtools	idxstats	SNI_oxy_1	/scratch/12109805/nxf.HgsSArNZRN/samtools/idxstats/SNI_oxy_1.markdup.sorted.bam.idxstats
Samtools	idxstats	SNI_oxy_4	/scratch/12109805/nxf.HgsSArNZRN/samtools/idxstats/SNI_oxy_4.markdup.sorted.bam.idxstats
Samtools	idxstats	SNI_oxy_2	/scratch/12109805/nxf.HgsSArNZRN/samtools/idxstats/SNI_oxy_2.markdup.sorted.bam.idxstats
Samtools	idxstats	Sham_oxy_1	/scratch/12109805/nxf.HgsSArNZRN/samtools/idxstats/Sham_oxy_1.markdup.sorted.bam.idxstats
Samtools	idxstats	SNI_Sal_1	/scratch/12109805/nxf.HgsSArNZRN/samtools/idxstats/SNI_Sal_1.markdup.sorted.bam.idxstats
Samtools	idxstats	Sham_Sal_3	/scratch/12109805/nxf.HgsSArNZRN/samtools/idxstats/Sham_Sal_3.markdup.sorted.bam.idxstats
Samtools	idxstats	Sham_oxy_4	/scratch/12109805/nxf.HgsSArNZRN/samtools/idxstats/Sham_oxy_4.markdup.sorted.bam.idxstats
Samtools	idxstats	SNI_Sal_3	/scratch/12109805/nxf.HgsSArNZRN/samtools/idxstats/SNI_Sal_3.markdup.sorted.bam.idxstats
Samtools	idxstats	Sham_oxy_3	/scratch/12109805/nxf.HgsSArNZRN/samtools/idxstats/Sham_oxy_3.markdup.sorted.bam.idxstats
Samtools	idxstats	Sham_Sal_2	/scratch/12109805/nxf.HgsSArNZRN/samtools/idxstats/Sham_Sal_2.markdup.sorted.bam.idxstats
Samtools	idxstats	SNI_Sal_4	/scratch/12109805/nxf.HgsSArNZRN/samtools/idxstats/SNI_Sal_4.markdup.sorted.bam.idxstats
STAR	SummaryLog	Sham_Sal_2	/scratch/12109805/nxf.HgsSArNZRN/star/Sham_Sal_2.Log.final.out
STAR	SummaryLog	Sham_oxy_3	/scratch/12109805/nxf.HgsSArNZRN/star/Sham_oxy_3.Log.final.out
STAR	SummaryLog	SNI_Sal_1	/scratch/12109805/nxf.HgsSArNZRN/star/SNI_Sal_1.Log.final.out
STAR	SummaryLog	Sham_Sal_3	/scratch/12109805/nxf.HgsSArNZRN/star/Sham_Sal_3.Log.final.out
STAR	SummaryLog	Sham_Sal_1	/scratch/12109805/nxf.HgsSArNZRN/star/Sham_Sal_1.Log.final.out
STAR	SummaryLog	Sham_oxy_1	/scratch/12109805/nxf.HgsSArNZRN/star/Sham_oxy_1.Log.final.out
STAR	SummaryLog	SNI_Sal_3	/scratch/12109805/nxf.HgsSArNZRN/star/SNI_Sal_3.Log.final.out
STAR	SummaryLog	SNI_oxy_4	/scratch/12109805/nxf.HgsSArNZRN/star/SNI_oxy_4.Log.final.out
STAR	SummaryLog	Sham_Sal_4	/scratch/12109805/nxf.HgsSArNZRN/star/Sham_Sal_4.Log.final.out
STAR	SummaryLog	SNI_oxy_3	/scratch/12109805/nxf.HgsSArNZRN/star/SNI_oxy_3.Log.final.out
STAR	SummaryLog	Sham_oxy_2	/scratch/12109805/nxf.HgsSArNZRN/star/Sham_oxy_2.Log.final.out
STAR	SummaryLog	SNI_Sal_4	/scratch/12109805/nxf.HgsSArNZRN/star/SNI_Sal_4.Log.final.out
STAR	SummaryLog	SNI_Sal_2	/scratch/12109805/nxf.HgsSArNZRN/star/SNI_Sal_2.Log.final.out
STAR	SummaryLog	Sham_oxy_4	/scratch/12109805/nxf.HgsSArNZRN/star/Sham_oxy_4.Log.final.out
STAR	SummaryLog	SNI_oxy_1	/scratch/12109805/nxf.HgsSArNZRN/star/SNI_oxy_1.Log.final.out
STAR	SummaryLog	SNI_oxy_2	/scratch/12109805/nxf.HgsSArNZRN/star/SNI_oxy_2.Log.final.out
FastQC (raw)	all_sections	SNI_Sal_4_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/SNI_Sal_4_2_fastqc.zip
FastQC (raw)	all_sections	Sham_oxy_1_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/Sham_oxy_1_1_fastqc.zip
FastQC (raw)	all_sections	Sham_oxy_1_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/Sham_oxy_1_2_fastqc.zip
FastQC (raw)	all_sections	SNI_Sal_2_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/SNI_Sal_2_2_fastqc.zip
FastQC (raw)	all_sections	Sham_oxy_3_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/Sham_oxy_3_1_fastqc.zip
FastQC (raw)	all_sections	SNI_Sal_4_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/SNI_Sal_4_1_fastqc.zip
FastQC (raw)	all_sections	Sham_oxy_2_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/Sham_oxy_2_1_fastqc.zip
FastQC (raw)	all_sections	SNI_oxy_4_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/SNI_oxy_4_1_fastqc.zip
FastQC (raw)	all_sections	Sham_oxy_4_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/Sham_oxy_4_2_fastqc.zip
FastQC (raw)	all_sections	SNI_oxy_2_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/SNI_oxy_2_2_fastqc.zip
FastQC (raw)	all_sections	SNI_Sal_3_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/SNI_Sal_3_2_fastqc.zip
FastQC (raw)	all_sections	Sham_Sal_2_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/Sham_Sal_2_2_fastqc.zip
FastQC (raw)	all_sections	Sham_oxy_4_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/Sham_oxy_4_1_fastqc.zip
FastQC (raw)	all_sections	SNI_Sal_1_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/SNI_Sal_1_1_fastqc.zip
FastQC (raw)	all_sections	SNI_oxy_1_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/SNI_oxy_1_2_fastqc.zip
FastQC (raw)	all_sections	SNI_Sal_2_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/SNI_Sal_2_1_fastqc.zip
FastQC (raw)	all_sections	SNI_oxy_2_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/SNI_oxy_2_1_fastqc.zip
FastQC (raw)	all_sections	Sham_Sal_4_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/Sham_Sal_4_1_fastqc.zip
FastQC (raw)	all_sections	Sham_Sal_3_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/Sham_Sal_3_1_fastqc.zip
FastQC (raw)	all_sections	SNI_oxy_3_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/SNI_oxy_3_1_fastqc.zip
FastQC (raw)	all_sections	Sham_oxy_3_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/Sham_oxy_3_2_fastqc.zip
FastQC (raw)	all_sections	Sham_oxy_2_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/Sham_oxy_2_2_fastqc.zip
FastQC (raw)	all_sections	SNI_oxy_1_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/SNI_oxy_1_1_fastqc.zip
FastQC (raw)	all_sections	Sham_Sal_3_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/Sham_Sal_3_2_fastqc.zip
FastQC (raw)	all_sections	Sham_Sal_1_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/Sham_Sal_1_2_fastqc.zip
FastQC (raw)	all_sections	SNI_oxy_3_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/SNI_oxy_3_2_fastqc.zip
FastQC (raw)	all_sections	Sham_Sal_1_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/Sham_Sal_1_1_fastqc.zip
FastQC (raw)	all_sections	Sham_Sal_2_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/Sham_Sal_2_1_fastqc.zip
FastQC (raw)	all_sections	SNI_Sal_3_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/SNI_Sal_3_1_fastqc.zip
FastQC (raw)	all_sections	Sham_Sal_4_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/Sham_Sal_4_2_fastqc.zip
FastQC (raw)	all_sections	SNI_Sal_1_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/SNI_Sal_1_2_fastqc.zip
FastQC (raw)	all_sections	SNI_oxy_4_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/raw/SNI_oxy_4_2_fastqc.zip
Cutadapt	all_sections	Sham_oxy_3_2	/scratch/12109805/nxf.HgsSArNZRN/trim_log/Sham_oxy_3_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SNI_Sal_4_1	/scratch/12109805/nxf.HgsSArNZRN/trim_log/SNI_Sal_4_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SNI_oxy_4_2	/scratch/12109805/nxf.HgsSArNZRN/trim_log/SNI_oxy_4_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SNI_oxy_1_1	/scratch/12109805/nxf.HgsSArNZRN/trim_log/SNI_oxy_1_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Sham_oxy_2_2	/scratch/12109805/nxf.HgsSArNZRN/trim_log/Sham_oxy_2_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SNI_Sal_3_1	/scratch/12109805/nxf.HgsSArNZRN/trim_log/SNI_Sal_3_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Sham_Sal_4_2	/scratch/12109805/nxf.HgsSArNZRN/trim_log/Sham_Sal_4_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SNI_oxy_3_1	/scratch/12109805/nxf.HgsSArNZRN/trim_log/SNI_oxy_3_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Sham_oxy_2_1	/scratch/12109805/nxf.HgsSArNZRN/trim_log/Sham_oxy_2_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Sham_oxy_1_1	/scratch/12109805/nxf.HgsSArNZRN/trim_log/Sham_oxy_1_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SNI_oxy_3_2	/scratch/12109805/nxf.HgsSArNZRN/trim_log/SNI_oxy_3_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SNI_oxy_2_2	/scratch/12109805/nxf.HgsSArNZRN/trim_log/SNI_oxy_2_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SNI_oxy_2_1	/scratch/12109805/nxf.HgsSArNZRN/trim_log/SNI_oxy_2_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SNI_oxy_4_1	/scratch/12109805/nxf.HgsSArNZRN/trim_log/SNI_oxy_4_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Sham_Sal_2_2	/scratch/12109805/nxf.HgsSArNZRN/trim_log/Sham_Sal_2_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Sham_oxy_3_1	/scratch/12109805/nxf.HgsSArNZRN/trim_log/Sham_oxy_3_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SNI_oxy_1_2	/scratch/12109805/nxf.HgsSArNZRN/trim_log/SNI_oxy_1_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Sham_oxy_4_1	/scratch/12109805/nxf.HgsSArNZRN/trim_log/Sham_oxy_4_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Sham_Sal_3_2	/scratch/12109805/nxf.HgsSArNZRN/trim_log/Sham_Sal_3_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SNI_Sal_1_1	/scratch/12109805/nxf.HgsSArNZRN/trim_log/SNI_Sal_1_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Sham_oxy_1_2	/scratch/12109805/nxf.HgsSArNZRN/trim_log/Sham_oxy_1_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SNI_Sal_2_1	/scratch/12109805/nxf.HgsSArNZRN/trim_log/SNI_Sal_2_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Sham_Sal_4_1	/scratch/12109805/nxf.HgsSArNZRN/trim_log/Sham_Sal_4_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SNI_Sal_2_2	/scratch/12109805/nxf.HgsSArNZRN/trim_log/SNI_Sal_2_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Sham_Sal_1_2	/scratch/12109805/nxf.HgsSArNZRN/trim_log/Sham_Sal_1_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Sham_oxy_4_2	/scratch/12109805/nxf.HgsSArNZRN/trim_log/Sham_oxy_4_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Sham_Sal_3_1	/scratch/12109805/nxf.HgsSArNZRN/trim_log/Sham_Sal_3_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SNI_Sal_1_2	/scratch/12109805/nxf.HgsSArNZRN/trim_log/SNI_Sal_1_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Sham_Sal_1_1	/scratch/12109805/nxf.HgsSArNZRN/trim_log/Sham_Sal_1_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SNI_Sal_3_2	/scratch/12109805/nxf.HgsSArNZRN/trim_log/SNI_Sal_3_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Sham_Sal_2_1	/scratch/12109805/nxf.HgsSArNZRN/trim_log/Sham_Sal_2_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SNI_Sal_4_2	/scratch/12109805/nxf.HgsSArNZRN/trim_log/SNI_Sal_4_2.fastq.gz_trimming_report.txt
FastQC (trimmed)	all_sections	SNI_oxy_3_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/SNI_oxy_3_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	SNI_oxy_4_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/SNI_oxy_4_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	SNI_Sal_1_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/SNI_Sal_1_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	SNI_Sal_4_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/SNI_Sal_4_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Sham_Sal_3_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/Sham_Sal_3_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Sham_oxy_2_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/Sham_oxy_2_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	SNI_Sal_3_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/SNI_Sal_3_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Sham_Sal_4_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/Sham_Sal_4_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Sham_Sal_2_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/Sham_Sal_2_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	SNI_Sal_3_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/SNI_Sal_3_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	SNI_Sal_2_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/SNI_Sal_2_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Sham_oxy_4_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/Sham_oxy_4_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Sham_oxy_1_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/Sham_oxy_1_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Sham_oxy_3_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/Sham_oxy_3_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Sham_oxy_2_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/Sham_oxy_2_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Sham_oxy_1_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/Sham_oxy_1_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Sham_oxy_4_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/Sham_oxy_4_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Sham_Sal_4_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/Sham_Sal_4_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Sham_oxy_3_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/Sham_oxy_3_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	SNI_Sal_2_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/SNI_Sal_2_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	SNI_Sal_1_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/SNI_Sal_1_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	SNI_Sal_4_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/SNI_Sal_4_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Sham_Sal_3_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/Sham_Sal_3_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Sham_Sal_1_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/Sham_Sal_1_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	SNI_oxy_2_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/SNI_oxy_2_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	SNI_oxy_1_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/SNI_oxy_1_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Sham_Sal_1_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/Sham_Sal_1_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Sham_Sal_2_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/Sham_Sal_2_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	SNI_oxy_1_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/SNI_oxy_1_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	SNI_oxy_2_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/SNI_oxy_2_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	SNI_oxy_4_1	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/SNI_oxy_4_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	SNI_oxy_3_2	/scratch/12109805/nxf.HgsSArNZRN/fastqc/trim/SNI_oxy_3_2_val_2_fastqc.zip
